Book title,average_rating
"Gregor and the Marks of Secret (Underland Chronicles, #4)",4.21
American on Purpose: The Improbable Adventures of an Unlikely Patriot,3.96
"Stones Into Schools: Promoting Peace With Books, Not Bombs, in Afghanistan and Pakistan",3.86
The Wedding Dress,3.83
"Outbreak (Dr. Marissa Blumenthal, #1)",3.96
Since You've Been Gone,4.19
"Dark Side of the Moon (Dark-Hunter #9, Were-Hunter #3)",4.15
عزازيل,4.07
"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",4.42
"Born Free: A Lioness of Two Worlds (Story of Elsa, #1)",4.17
"Odd Apocalypse (Odd Thomas, #5)",3.93
Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,3.87
All Things Wise and Wonderful,4.39
The City and the Stars,4.08
"The Lady of the Rivers (The Plantagenet and Tudor Novels, #1)",3.96
"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History",4.13
Way of the Peaceful Warrior: A Book That Changes Lives,4.13
Books of Blood: Volume One (Books of Blood #1),4.0
The House at Riverton,3.93
Me Talk Pretty One Day,3.97
The Man From St. Petersburg,3.84
"Die for Me (Revenants, #1)",4.0
"The Will of the Empress (Circle Reforged, #1)",4.15
"Fool's Fate (Tawny Man, #3)",4.38
The Case-Book of Sherlock Holmes,4.2
"Unseen (Will Trent, #7)",4.17
"Talon of the Silver Hawk (Conclave of Shadows, #1)",4.01
"A Pocket Full of Rye (Miss Marple, #7)",3.83
"Size 14 Is Not Fat Either (Heather Wells, #2)",3.83
حوار مع صديقي الملحد,3.95
Room,4.03
"Into the Land of the Unicorns (Unicorn Chronicles, #1)",4.04
Goodnight Moon,4.27
As the Crow Flies,4.05
X-Men: The Dark Phoenix Saga,4.26
"The Hollow (Sign of Seven, #2)",4.11
"Split Second (Sean King & Michelle Maxwell, #1)",3.98
"Armageddon: The Cosmic Battle of the Ages (Left Behind, #11)",4.02
Look Me in the Eye: My Life with Asperger's,3.91
"Behemoth (Leviathan, #2)",4.18
"The Other Wind (Earthsea Cycle, #6)",4.06
"Dearly Devoted Dexter (Dexter, #2)",3.84
The Mastery of Love: A Practical Guide to the Art of Relationship --Toltec Wisdom Book,4.25
Curious George Takes a Job,4.28
A Little Life,4.27
"Ultimate Spider-Man, Volume 1: Power and Responsibility",4.06
"The Seventh Gate (The Death Gate Cycle, #7)",4.09
Tortured for Christ N/E,4.34
The Vanishing Act of Esme Lennox,3.82
Ishmael:A Novel,3.97
Searching for God Knows What,3.92
Stiff: The Curious Lives of Human Cadavers,4.05
The Broken Wings,3.93
"Night Broken (Mercy Thompson, #8)",4.42
The Poisonwood Bible,4.02
"Stolen Prey (Lucas Davenport, #22)",4.17
"Hello, Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #4)",4.24
The Abyss,4.06
The Marriage of Opposites,3.86
"The Black Lyon (Montgomery/Taggert, #1)",3.99
"Pani Jeziora (Saga o Wiedźminie, #7)",4.28
"At Home in Mitford (Mitford Years, #1)",4.11
"Winnie-the-Pooh (Winnie-the-Pooh, #1)",4.34
Motherless Brooklyn,3.91
"Running with the Demon (Word & Void, #1)",3.95
Saga #1,4.15
"Gregor and the Code of Claw (Underland Chronicles, #5)",4.25
"Losing Hope (Hopeless, #2)",4.39
"Underworld (Abandon, #2)",3.89
"A Feast for Crows (A Song of Ice and Fire, #4)",4.1
The Unbearable Lightness of Being,4.08
"Midnight Riot (Peter Grant, #1)",3.92
The Education of Little Tree,4.09
"Inheritance (The Inheritance Cycle, #4)",4.08
The Water is Wide: A Memoir,4.09
Matterhorn,4.25
The General's Daughter,4.07
Oscar et la dame rose,4.2
Having Our Say: The Delany Sisters' First 100 Years,4.14
Around the World in Eighty Days,3.9
Humans of New York: Stories,4.5
Foxe's Book of Martyrs,4.25
The Fold,3.82
"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",4.2
"Splintered (Splintered, #1)",3.96
"The Serpent's Shadow (Kane Chronicles, #3)",4.28
Sadako and the Thousand Paper Cranes,4.09
A Light in the Attic,4.34
"Until Nico (Until, #4)",4.33
Daisy Fay and the Miracle Man ,3.94
"Evil Star (The Gatekeepers, #2)",3.98
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,3.83
The Miracle of Forgiveness,4.37
"Hateship, Friendship, Courtship, Loveship, Marriage: Stories",4.06
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",4.24
"Among the Impostors (Shadow Children, #2)",4.05
Roadside Picnic,4.21
The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God,4.43
The Importance of Being Earnest,4.17
One Up On Wall Street: How To Use What You Already Know To Make Money In The Market,4.12
"Short Stories from Hogwarts of Heroism, Hardship and Dangerous Hobbies (Pottermore Presents, #1)",4.22
Musicophilia: Tales of Music and the Brain,3.88
"My Friend Flicka (Flicka, #1)",4.15
"Soccernomics: Why England Loses, Why Germany and Brazil Win, and Why the U.S., Japan, Australia, Turkey--and Even Iraq--Are Destined to Become the Kings of the World's Most Popular Sport",3.91
"Sudden Prey (Lucas Davenport, #8)",4.15
"Industrial Magic (Women of the Otherworld, #4)",4.12
The Search,4.11
"The Mysterious Affair at Styles (Hercule Poirot, #1)",3.98
"Glory in Death (In Death, #2)",4.25
"The Dresden Files:  Storm Front, Volume 1-  The Gathering Storm",4.36
"UnWholly (Unwind, #2)",4.25
"Rising Tides (Chesapeake Bay Saga, #2)",4.16
"Beautiful Darkness (Caster Chronicles, #2)",3.84
"Cress (The Lunar Chronicles, #3)",4.46
"Pleasure Unbound (Demonica, #1)",4.07
"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",4.17
"Dreamless (Starcrossed, #2)",4.2
"Something Wonderful (Sequels, #2)",4.33
Oliver Twist,3.85
"Burn for Burn (Burn for Burn, #1)",3.87
"The Lady in the Lake (Philip Marlowe, #4)",4.07
Carrie,3.93
Neil Gaiman's Neverwhere,4.21
"Dawn on a Distant Shore (Wilderness, #2)",4.19
"Rock Chick (Rock Chick, #1)",4.2
A Brief History of Seven Killings,3.86
Amazonia,4.11
Smack,3.87
"Journey to the Center of the Earth (Extraordinary Voyages, #3)",3.84
"The Mists of Avalon (Avalon, #1)",4.12
"Bad Romeo (Starcrossed, #1)",4.1
Hidden (Bone Secrets. #1),3.98
History of the Peloponnesian War,3.87
"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",4.14
"The Rosie Project (Don Tillman, #1)",4.01
Awakening the Buddha Within: Tibetan Wisdom for the Western World,4.18
"A Dangerous Path (Warriors, #5)",4.42
"The Cloud Searchers (Amulet, #3)",4.36
"Bad for You (Sea Breeze, #7)",4.3
The Kite Runner,4.26
"How the Light Gets In (Chief Inspector Armand Gamache, #9)",4.41
The Emperor's Soul,4.33
The Fifth Dominion (Imajica Part #1/2),4.24
"Furies of Calderon (Codex Alera, #1)",4.12
"Heir of Novron (The Riyria Revelations, #5-6)",4.46
"Seventh Son (Tales of Alvin Maker, #1)",3.86
"Kushiel's Dart (Phèdre's Trilogy, #1)",4.04
"Black Butler, Vol. 2 (Black Butler, #2)",4.48
"Inside, Outside, Upside Down (Berenstain Bears Bright and Early Board Book)",4.13
A Moveable Feast,4.04
"The Boy Who Came Back from Heaven: A Remarkable Account of Miracles, Angels, and Life beyond This World",3.89
"The Killing Dance (Anita Blake, Vampire Hunter, #6)",4.12
Hairy Maclary from Donaldson's Dairy,4.28
"The Cold Moon (Lincoln Rhyme, #7)",4.05
Apathy and Other Small Victories,3.83
Passion Unleashed (Demonica #3),4.32
"My Fair Lazy: One Reality Television Addict's Attempt to Discover If Not Being A Dumb Ass Is the New Black, or, a Culture-Up Manifesto",3.91
The Doors of Perception & Heaven and Hell,3.96
Samarkand,4.2
The Magic Mirror of M.C. Escher,4.15
"The Woman Who Rides Like a Man (Song of the Lioness, #3)",4.2
Little Bear's Friend,4.3
No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,3.95
When Nietzsche Wept,4.25
"All the Pretty Horses (The Border Trilogy, #1)",3.97
A Cook's Tour: Global Adventures in Extreme Cuisines,3.97
The Winter of Our Discontent,3.99
The Ringworld Engineers (Ringworld #2),3.86
To Sell Is Human: The Surprising Truth About Moving Others,3.89
Better Homes and Gardens New Cook Book  ,4.14
"The Devil's Star (Harry Hole, #5)",4.03
The French Lieutenant's Woman,3.85
The Fault in Our Stars,4.26
"The Last Dragonslayer (The Chronicles of Kazam, #1)",3.86
The Moor's Last Sigh,3.92
"Dash & Lily's Book of Dares (Dash & Lily, #1)",3.82
Mastering the Art of French Cooking,4.33
"C is for Corpse  (Kinsey Millhone, #3)",3.87
Sex at Dawn: The Prehistoric Origins of Modern Sexuality,4.02
The Ice Limit (Ice Limit #1),3.97
"The Wishsong of Shannara (The Original Shannara Trilogy, #3)",3.97
The Mauritius Command,4.35
"Point Blank (Alex Rider, #2)",4.1
A Prisoner of Birth,4.09
"Scarlet (Scarlet, #1)",3.95
"Imperium: A Novel of Ancient Rome (Cicero, #1)",4.05
"The Power of Six (Lorien Legacies, #2)",4.17
"Serpent Mage (The Death Gate Cycle, #4)",4.06
"The Empty Chair (Lincoln Rhyme, #3)",4.06
A Sick Day for Amos McGee,4.25
"Ruin and Rising (Shadow and Bone, #3)",4.17
"Vampire Knight, Vol. 3 (Vampire Knight, #3)",4.27
The Book on the Taboo Against Knowing Who You Are,4.28
Bomb: The Race to Build—and Steal—the World's Most Dangerous Weapon,4.12
"Peter and the Shadow Thieves (Peter and the Starcatchers, #2)",4.15
"A Leaf on the Wind of All Hallows (Outlander, #8.5)",4.24
Anne Rice's The Vampire Lestat: A Graphic Novel,4.17
The Year of Magical Thinking,3.86
"Beautiful Oblivion (The Maddox Brothers, #1)",4.13
"The Final Warning (Maximum Ride, #4)",3.86
"Paranormalcy (Paranormalcy, #1)",3.91
"Flat-Out Love (Flat-Out Love, #1)",4.01
Self-Reliance and Other Essays,4.14
The Awakening and Selected Stories,3.84
Barefoot Contessa Back to Basics,4.23
Pastoralia,4.11
"Spell Bound (Hex Hall, #3)",4.09
"Crash & Burn (Tessa Leoni, #3)",4.0
The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide,4.01
Seven Years in Tibet,4.05
The Story of Ruby Bridges,4.41
Norwegian Wood,4.02
"Perelandra (Space Trilogy, #2)",3.97
"Child 44 (Leo Demidov, #1)",4.08
"Code Name Verity (Code Name Verity, #1)",4.08
"The 5th Horseman (Women's Murder Club, #5)",4.03
"Spirit Bound (Vampire Academy, #5)",4.37
"Fruits Basket, Vol. 3",4.38
"Off to Be the Wizard (Magic 2.0, #1)",3.98
Tell the Wolves I'm Home,4.04
The Taste of Home Cookbook,4.25
"D is for Deadbeat (Kinsey Millhone, #4)",3.85
"The Mark of Athena (The Heroes of Olympus, #3)",4.47
"The Lion's Lady (Crown's Spies, #1)",4.16
"The Elf Queen of Shannara (Heritage of Shannara, #3)",4.02
"The Wide Window (A Series of Unfortunate Events, #3)",3.91
"Soul Eater, Vol. 01 (Soul Eater, #1)",4.3
Fantasy Lover (Dark-Hunterverse #1),4.17
Along for the Ride,4.08
"Beezus and Ramona (Ramona, #1)",3.97
The Woman in White,3.98
The Spy Who Came In from the Cold,4.05
"Aloha from Hell (Sandman Slim, #3)",4.01
Writing Down the Bones: Freeing the Writer Within,4.17
"Pulse (Collide, #2)",4.29
Finding Audrey,3.82
My Sister's Keeper,4.06
"The Pagan Stone (Sign of Seven, #3)",4.14
"Scary Stories to Tell in the Dark (Scary Stories, #1)",4.05
"Blue-Eyed Devil (Travises, #2)",4.21
Deerskin,3.88
Friction,3.93
The Simple Truth,4.03
"The Jewel (The Lone City, #1)",3.86
Journals,3.98
Tell Me Your Dreams,3.93
"Illusions (Wings, #3)",4.12
An Innocent Client,4.16
"Warbreaker (Warbreaker, #1)",4.22
Maude,4.05
"The Desert Spear (Demon Cycle, #2)",4.24
A Dog's Life: The Autobiography of a Stray,4.18
The Lucky One,4.1
"Bones of the Hills (Conqueror, #3)",4.32
"Proven Guilty (The Dresden Files, #8)",4.41
"Fruits Basket, Vol. 15",4.45
For Whom the Bell Tolls,3.95
"Knight & Play (Knight, #1)",4.04
"The Viper's Nest (39 Clues, #7)",3.97
"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",3.97
"The Blue Sword (Damar, #1)",4.24
"Timebound (The Chronos Files, #1)",3.87
Little Mercies,3.99
Faeries,3.89
"Beautiful Redemption (Caster Chronicles, #4)",3.94
"Full Dark, No Stars",4.03
Darwin's Dangerous Idea: Evolution and the Meanings of Life,4.03
15th Affair (Women's Murder Club #15),4.04
"Gone (Quincy & Rainie, #5)",4.18
Lullabies for Little Criminals,3.95
Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,3.84
The Wake (The Sandman #10),4.53
"The King of Attolia (The Queen's Thief, #3)",4.37
"The Emperor of Nihon-Ja (Ranger's Apprentice, #10)",4.42
Influence: The Psychology of Persuasion,4.18
Sometimes a Great Notion,4.24
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",4.36
On Love,3.97
"The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency, #8)",4.06
The Perfect Storm: A True Story of Men Against the Sea,4.07
Stuck-Up Suit,4.14
Freight Train,4.04
"Incendiary (The Premonition, #4)",4.43
"If I Stay Collection (If I Stay, #1-2)",4.24
"Run for Your Life (Michael Bennett, #2)",4.0
The Painted Bird,3.94
"Hunted (The Iron Druid Chronicles, #6)",4.3
One False Move (Myron Bolitar #5),4.07
The Sneetches and Other Stories,4.31
Summer House,3.91
"Sea of Silver Light (Otherland, #4)",4.11
Infinity Welcomes Careful Drivers (Red Dwarf #1),4.03
"By the Time You Read This, I'll Be Dead",3.89
"Emperor Mage (Immortals, #3)",4.3
"Accordance (Significance, #2)",4.28
The Seven Principles for Making Marriage Work: A Practical Guide from the Country's Foremost Relationship Expert,4.19
Quiet: The Power of Introverts in a World That Can't Stop Talking,4.04
The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work,4.15
Long Day's Journey Into Night,4.07
هشت کتاب,4.08
"Interview with the Vampire (The Vampire Chronicles, #1)",3.97
Okay for Now,4.19
"Winter Prey (Lucas Davenport, #5)",4.24
"Ghost Story (The Dresden Files,  #13)",4.25
August: Osage County,4.2
"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)",4.14
The Right Stuff,4.23
Big Rock,3.97
Strange Highways,3.83
This Star Won't Go Out: The Life and Words of Esther Grace Earl,4.19
"Mockingjay (The Hunger Games, #3)",4.03
Free: The Future of a Radical Price,3.83
"The Pagan Lord (The Saxon Stories, #7)",4.34
"Saga, Vol. 4 (Saga, #4)",4.47
Tenth of December,3.96
"Dog Days (Diary of a Wimpy Kid, #4)",4.14
"Percy Jackson and the Sword of Hades (Percy Jackson and the Olympians, #4.5)",4.28
Blindness,4.08
The Origin of Species,3.97
God Emperor of Dune (Dune Chronicles #4),3.81
The Birth House,3.99
"Skinwalker (Jane Yellowrock, #1)",3.89
A Wrinkle in Time: The Graphic Novel,3.95
"Ranma ½, Vol. 1 (Ranma ½ (US 2nd), #1)",4.15
"Rock Chick Revolution (Rock Chick, #8)",4.46
"Outlander (Outlander, #1)",4.2
"Matter (Culture, #8)",4.03
"The Fire (Witch & Wizard, #3)",3.87
Business Model Generation,4.16
Windmills of the Gods,3.82
"Blue Mars (Mars Trilogy, #3)",3.92
Cryptonomicon,4.25
"The Witch With No Name (The Hollows, #13)",4.43
The Iron Daughter,4.13
"Magic and Other Misdemeanors (The Sisters Grimm, #5)",4.29
"The Problem Child (The Sisters Grimm, #3)",4.27
Girl with a Pearl Earring,3.85
"Delirium (Delirium, #1)",3.99
"Never Go Back (Jack Reacher, #18)",4.02
"The Wizard Heir (The Heir Chronicles, #2)",4.14
"The Belgariad Boxed Set: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit / Castle of Wizardry / Enchanters' End Game (The Belgariad, #1-5)",4.26
"Wolf-Speaker (Immortals, #2)",4.21
Ghost Story,3.95
Always Looking Up: The Adventures of an Incurable Optimist,3.82
"The Twentieth Wife (Taj Mahal Trilogy, #1)",4.03
Comfort Me with Apples: More Adventures at the Table,4.02
The Everything Store: Jeff Bezos and the Age of Amazon,4.06
Seveneves,3.98
My Cousin Rachel,3.92
The Art of Amy Brown,4.04
Just for You (Little Critter),4.25
Beauty and the Beast (Disney),4.4
"Angela's Ashes (Frank McCourt, #1)",4.07
"Dance with a Vampire (Vampire Kisses, #4)",4.01
"Great by Choice: Uncertainty, Chaos, and Luck--Why Some Thrive Despite Them All",4.07
Forgotten God: Reversing Our Tragic Neglect of the Holy Spirit,4.17
Complete Works of Oscar Wilde,4.45
"Q is for Quarry (Kinsey Millhone, #17)",3.91
"Try Me (One Night with Sole Regret, #1)",3.87
The Collector,3.99
The Collector,3.92
The Greatest Salesman in the World,4.19
"Little House on the Prairie (Little House, #2)",4.18
"Maximum Security (Cherub, #3)",4.24
"The Broken Kingdoms (Inheritance, #2)",4.04
"Lover Awakened (Black Dagger Brotherhood, #3)",4.45
El Deafo,4.13
ثلاثية غرناطة,4.29
"Days with Frog and Toad (Frog and Toad, #4)",4.24
"Monday Mourning (Temperance Brennan, #7)",4.02
"Fruits Basket, Vol. 1",4.23
Let the Right One In,4.07
"Last Breath (The Morganville Vampires, #11)",4.32
"Piercing the Darkness (Darkness, #2)",4.3
The Five Chinese Brothers,4.18
"Midnight Rising (Midnight Breed, #4)",4.23
Chess Story,4.28
Fried Green Tomatoes at the Whistle Stop Cafe,4.26
Midnight in the Garden of Good and Evil,3.9
Three Day Road,4.31
Baltasar and Blimunda,3.9
The Real Mother Goose,4.33
"The Secret Servant (Gabriel Allon, #7)",4.25
Books of Blood: Volumes One to Three (Books of Blood #1-3),4.16
"The School for Good and Evil (The School for Good and Evil, #1)",4.0
"The Name of the Wind (The Kingkiller Chronicle, #1)",4.55
"The Cold Dish (Walt Longmire, #1)",4.14
"Trapped (The Iron Druid Chronicles, #5)",4.28
"Nash (Marked Men, #4)",4.21
Hope: A Memoir of Survival in Cleveland,4.27
Charlotte's Web,4.15
"Hardwired (Hacker, #1)",4.07
"Soul of the Fire (Sword of Truth, #5)",3.87
5 Very Good Reasons to Punch a Dolphin in the Mouth and Other Useful Guides,4.11
Dumbo: A Little Golden Book,4.29
The Light Between Oceans,4.0
"Rurouni Kenshin, Vol. 1: Meiji Swordsman Romantic Story (Rurouni Kenshin, #1)",4.33
"Inner Harbor (Chesapeake Bay Saga, #3)",4.16
Altar of Eden,4.01
The Berenstain Bears Forget Their Manners,4.15
Where They Found Her,3.83
"Buried Prey (Lucas Davenport, #21)",4.23
"All the Weyrs of Pern (Pern, #11)",4.15
Hyperspace,4.11
The Courts of Chaos (The Chronicles of Amber #5),4.19
"Preacher, Volume 7: Salvation",4.3
"Perfect (Pretty Little Liars, #3)",4.02
When Things Fall Apart: Heart Advice for Difficult Times,4.29
"Ascend (Trylle, #3)",4.08
"This Book Is Full of Spiders: Seriously, Dude, Don't Touch It (John Dies at the End, #2)",4.26
Raymond E. Feist's Magician Master,4.43
What My Mother Doesn't Know (What My Mother Doesn't Know #1),3.83
"Ashes of Midnight (Midnight Breed, #6)",4.19
"The Well of Ascension (Mistborn, #2)",4.35
A Knight in Shining Armor,4.23
Hammer of the Gods,3.83
"Assassins (Left Behind, #6)",3.98
Close Range,3.99
"Reaper's Gale (The Malazan Book of the Fallen, #7)",4.34
Player Piano,3.85
"The Ring of Solomon (Bartimaeus, #0.5)",4.19
"Magic Bleeds (Kate Daniels, #4)",4.46
Dead Souls,3.98
"The Full Cupboard of Life (No. 1 Ladies' Detective Agency, #5)",4.02
First They Killed My Father: A Daughter of Cambodia Remembers,4.29
"The Seventh Scroll (Ancient Egypt, #2)",4.1
"Wait for Me (Against All Odds, #1)",3.98
"Hour Game (Sean King & Michelle Maxwell, #2)",3.94
Psycho,4.09
The Story of an Hour,4.08
"Preacher, Volume 6: War in the Sun",4.34
"The Calling (Darkness Rising, #2)",4.1
Corelli's Mandolin,3.95
The Great Brain (Great Brain #1),4.16
"Alcatraz Versus the Evil Librarians (Alcatraz, #1)",3.87
The Short Stories,4.23
Better off Friends,3.95
"Slammed (Slammed, #1)",4.29
The Design of Everyday Things,4.18
Animal Farm,3.87
All the Ugly and Wonderful Things,4.12
"The Wheel of Darkness (Pendergast, #8)",3.92
Strange Pilgrims,4.02
Aunt Julia and the Scriptwriter,3.9
"Along Came a Spider (Alex Cross, #1)",4.08
The Gay Science,4.26
"Double Time (Sinners on Tour, #5)",4.14
"Dead Beat (The Dresden Files, #7)",4.43
Total Control,4.06
Wives and Daughters,4.07
ذاكرة الجسد,3.87
The Storied Life of A.J. Fikry,3.98
Common Sense,3.97
Rumour Has It,3.83
Before They Are Hanged (The First Law #2),4.27
"The Marriage Mistake (Marriage to a Billionaire, #3)",3.96
"Heat Rises (Nikki Heat, #3)",3.92
